,values,ind
2208,SRS3104964,ET-Firmicutes
2209,SRS3104962,ET-Firmicutes
2210,SRS3104961,ET-Firmicutes
2211,SRS3104960,ET-Firmicutes
2212,SRS3104959,ET-Firmicutes
2213,SRS3104956,ET-Firmicutes
2214,SRS3104957,ET-Firmicutes
2215,SRS3104955,ET-Firmicutes
2216,SRS3104951,ET-Firmicutes
2217,SRS3104954,ET-Firmicutes
2218,SRS3104948,ET-Firmicutes
2219,SRS3104950,ET-Firmicutes
2220,SRS3104949,ET-Firmicutes
2221,SRS3104944,ET-Firmicutes
2222,SRS3104943,ET-Firmicutes
2223,SRS3104941,ET-Firmicutes
2224,SRS3104942,ET-Firmicutes
2225,SRS3104939,ET-Firmicutes
2226,SRS3104937,ET-Firmicutes
2227,SRS3104940,ET-Firmicutes
2228,SRS3104936,ET-Firmicutes
2229,SRS3104934,ET-Firmicutes
2230,SRS3104933,ET-Firmicutes
2231,SRS3104930,ET-Firmicutes
2232,SRS3104931,ET-Firmicutes
2233,SRS3104929,ET-Firmicutes
2234,SRS3104923,ET-Firmicutes
2235,SRS3104932,ET-Firmicutes
2236,SRS3104927,ET-Firmicutes
2237,SRS3104921,ET-Firmicutes
2238,SRS3104918,ET-Firmicutes
2239,SRS3104917,ET-Firmicutes
2240,SRS3104916,ET-Firmicutes
2241,SRS3104915,ET-Firmicutes
2242,SRS3104914,ET-Firmicutes
2243,SRS3104912,ET-Firmicutes
2244,SRS3104911,ET-Firmicutes
2245,SRS3104910,ET-Firmicutes
2246,SRS3104909,ET-Firmicutes
2247,SRS3104907,ET-Firmicutes
2248,SRS3104906,ET-Firmicutes
2249,SRS3104901,ET-Firmicutes
2250,SRS3104899,ET-Firmicutes
2251,SRS3104898,ET-Firmicutes
2252,SRS3104897,ET-Firmicutes
2253,SRS3104896,ET-Firmicutes
2254,SRS3104895,ET-Firmicutes
2255,SRS3104894,ET-Firmicutes
2256,SRS3104892,ET-Firmicutes
2257,SRS3104891,ET-Firmicutes
2258,SRS3104890,ET-Firmicutes
2259,SRS3104888,ET-Firmicutes
2260,SRS3104887,ET-Firmicutes
2261,SRS3104886,ET-Firmicutes
2262,SRS3104885,ET-Firmicutes
2263,SRS3104884,ET-Firmicutes
2264,SRS3104882,ET-Firmicutes
2265,SRS3104883,ET-Firmicutes
2266,SRS3104881,ET-Firmicutes
2267,SRS3104880,ET-Firmicutes
2268,SRS3104878,ET-Firmicutes
2269,SRS3104877,ET-Firmicutes
2270,SRS3104876,ET-Firmicutes
2271,SRS3104875,ET-Firmicutes
2272,SRS3104873,ET-Firmicutes
2273,SRS3104872,ET-Firmicutes
2274,SRS3104869,ET-Firmicutes
2275,SRS3104870,ET-Firmicutes
2276,SRS3104868,ET-Firmicutes
2277,SRS3104866,ET-Firmicutes
2278,SRS3104867,ET-Firmicutes
2279,SRS3104865,ET-Firmicutes
2280,SRS3104860,ET-Firmicutes
2281,SRS3104861,ET-Firmicutes
2282,SRS3104859,ET-Firmicutes
2283,SRS3104858,ET-Firmicutes
2284,SRS3104856,ET-Firmicutes
2285,SRS3104854,ET-Firmicutes
2286,SRS3104855,ET-Firmicutes
2287,SRS3104850,ET-Firmicutes
2288,SRS3104851,ET-Firmicutes
2289,SRS3104849,ET-Firmicutes
2290,SRS3104847,ET-Firmicutes
2291,SRS3104848,ET-Firmicutes
2292,SRS3104846,ET-Firmicutes
2293,SRS3104842,ET-Firmicutes
2294,SRS3104843,ET-Firmicutes
2295,SRS3104841,ET-Firmicutes
2296,SRS3104840,ET-Firmicutes
2297,SRS3104837,ET-Firmicutes
2298,SRS3638580,ET-Firmicutes
2299,SRS192951,ET-Firmicutes
2300,ERS5083405,ET-Firmicutes
2301,ERS5083406,ET-Firmicutes
2302,ERS5083409,ET-Firmicutes
2303,ERS5083487,ET-Firmicutes
2304,ERS5083488,ET-Firmicutes
2305,ERS5083489,ET-Firmicutes
2306,ERS5083490,ET-Firmicutes
2307,ERS5083417,ET-Firmicutes
2308,ERS5083423,ET-Firmicutes
2309,ERS5083424,ET-Firmicutes
2310,ERS5083429,ET-Firmicutes
2311,ERS5083430,ET-Firmicutes
2312,ERS5083431,ET-Firmicutes
2313,ERS5083432,ET-Firmicutes
2314,ERS5083458,ET-Firmicutes
2315,ERS5083459,ET-Firmicutes
2316,ERS5083460,ET-Firmicutes
2317,ERS5083461,ET-Firmicutes
2318,ERS5083462,ET-Firmicutes
2319,ERS5083466,ET-Firmicutes
2320,ERS5083467,ET-Firmicutes
2321,ERS5083468,ET-Firmicutes
2322,ERS5083471,ET-Firmicutes
2323,ERS5083472,ET-Firmicutes
2324,ERS5083473,ET-Firmicutes
2325,ERS5083474,ET-Firmicutes
2326,ERS5083476,ET-Firmicutes
2327,ERS5083479,ET-Firmicutes
2328,ERS5083480,ET-Firmicutes
2329,ERS5083481,ET-Firmicutes
2330,ERS5083482,ET-Firmicutes
2331,ERS5090797,ET-Firmicutes
2332,ERS5090798,ET-Firmicutes
2333,ERS5090799,ET-Firmicutes
2334,ERS5090800,ET-Firmicutes
2335,ERS5090801,ET-Firmicutes
2336,ERS5090802,ET-Firmicutes
2337,ERS5090803,ET-Firmicutes
2338,ERS5090804,ET-Firmicutes
2339,ERS5090805,ET-Firmicutes
2340,ERS5090806,ET-Firmicutes
2341,ERS5090807,ET-Firmicutes
2342,ERS5090808,ET-Firmicutes
2343,ERS5090809,ET-Firmicutes
2344,ERS5090810,ET-Firmicutes
2345,ERS5090811,ET-Firmicutes
2346,ERS5090812,ET-Firmicutes
2347,ERS5090813,ET-Firmicutes
2348,ERS5090814,ET-Firmicutes
2349,ERS5090815,ET-Firmicutes
2350,ERS5090816,ET-Firmicutes
2351,ERS5090817,ET-Firmicutes
2352,ERS5090818,ET-Firmicutes
2353,ERS5090819,ET-Firmicutes
2354,ERS5090820,ET-Firmicutes
2355,ERS5090821,ET-Firmicutes
2356,ERS5090824,ET-Firmicutes
2357,ERS5090825,ET-Firmicutes
2358,ERS5090826,ET-Firmicutes
2359,ERS5090827,ET-Firmicutes
2360,ERS5090828,ET-Firmicutes
2361,ERS5090829,ET-Firmicutes
2362,ERS5090830,ET-Firmicutes
2363,ERS5090831,ET-Firmicutes
2364,ERS5090832,ET-Firmicutes
2365,ERS5090833,ET-Firmicutes
2366,ERS5090835,ET-Firmicutes
2367,ERS5090837,ET-Firmicutes
2368,ERS5090838,ET-Firmicutes
2369,ERS5090841,ET-Firmicutes
2370,ERS5090842,ET-Firmicutes
2371,ERS2034153,ET-Firmicutes
2372,ERS2034154,ET-Firmicutes
2373,ERS2034155,ET-Firmicutes
2374,ERS2034091,ET-Firmicutes
2375,ERS2034092,ET-Firmicutes
2376,ERS2034093,ET-Firmicutes
2377,ERS2034094,ET-Firmicutes
2378,ERS2034172,ET-Firmicutes
2379,ERS2034095,ET-Firmicutes
2380,ERS2034096,ET-Firmicutes
2381,ERS2034097,ET-Firmicutes
2382,ERS2034174,ET-Firmicutes
2383,ERS2034175,ET-Firmicutes
2384,ERS2034176,ET-Firmicutes
2385,ERS2034100,ET-Firmicutes
2386,ERS2034101,ET-Firmicutes
2387,ERS2034102,ET-Firmicutes
2388,ERS2034103,ET-Firmicutes
2389,ERS2034104,ET-Firmicutes
2390,ERS2034105,ET-Firmicutes
2391,ERS2034106,ET-Firmicutes
2392,ERS2034107,ET-Firmicutes
2393,ERS2034108,ET-Firmicutes
2394,ERS2034109,ET-Firmicutes
2395,ERS2034072,ET-Firmicutes
2396,ERS2034073,ET-Firmicutes
2397,ERS2034110,ET-Firmicutes
2398,ERS2034111,ET-Firmicutes
2399,ERS2034112,ET-Firmicutes
2400,ERS2034075,ET-Firmicutes
2401,ERS2034076,ET-Firmicutes
2402,ERS2034077,ET-Firmicutes
2403,ERS2034167,ET-Firmicutes
2404,ERS2034113,ET-Firmicutes
2405,ERS2034114,ET-Firmicutes
2406,ERS2034115,ET-Firmicutes
2407,ERS2034116,ET-Firmicutes
2408,ERS2034078,ET-Firmicutes
2409,ERS2034180,ET-Firmicutes
2410,ERS2034181,ET-Firmicutes
2411,ERS2034079,ET-Firmicutes
2412,ERS2034080,ET-Firmicutes
2413,ERS2034158,ET-Firmicutes
2414,ERS2034159,ET-Firmicutes
2415,ERS2034081,ET-Firmicutes
2416,ERS2034082,ET-Firmicutes
2417,ERS2034117,ET-Firmicutes
2418,ERS2034160,ET-Firmicutes
2419,ERS2034183,ET-Firmicutes
2420,ERS2034083,ET-Firmicutes
2421,ERS2034118,ET-Firmicutes
2422,ERS2034119,ET-Firmicutes
2423,ERS2034120,ET-Firmicutes
2424,ERS2034121,ET-Firmicutes
2425,ERS2034122,ET-Firmicutes
2426,ERS2034184,ET-Firmicutes
2427,ERS2034124,ET-Firmicutes
2428,ERS2034085,ET-Firmicutes
2429,ERS2034086,ET-Firmicutes
2430,ERS2034087,ET-Firmicutes
2431,ERS2034169,ET-Firmicutes
2432,ERS2034125,ET-Firmicutes
2433,ERS2034126,ET-Firmicutes
2434,ERS2034127,ET-Firmicutes
2435,ERS2034128,ET-Firmicutes
2436,ERS2034129,ET-Firmicutes
2437,ERS2034186,ET-Firmicutes
2438,ERS2034152,ET-Firmicutes
2439,ERS2034135,ET-Firmicutes
2440,ERS2034131,ET-Firmicutes
2441,ERS2034137,ET-Firmicutes
2442,ERS2034164,ET-Firmicutes
2443,ERS2034138,ET-Firmicutes
2444,ERS2034163,ET-Firmicutes
2445,ERS2034140,ET-Firmicutes
2446,ERS2034165,ET-Firmicutes
2447,ERS2034141,ET-Firmicutes
2448,ERS2034145,ET-Firmicutes
2449,ERS2034146,ET-Firmicutes
2450,ERS2034147,ET-Firmicutes
2451,ERS2034148,ET-Firmicutes
2452,ERS2034149,ET-Firmicutes
2453,ERS2034150,ET-Firmicutes
2454,ERS2034151,ET-Firmicutes
2455,ERS2034134,ET-Firmicutes
2456,ERS2034187,ET-Firmicutes
2457,ERS2034188,ET-Firmicutes
2458,ERS2034189,ET-Firmicutes
2459,ERS2034216,ET-Firmicutes
2460,ERS2034217,ET-Firmicutes
2461,ERS2034218,ET-Firmicutes
2462,ERS2034190,ET-Firmicutes
2463,ERS2034191,ET-Firmicutes
2464,ERS2034219,ET-Firmicutes
2465,ERS2034220,ET-Firmicutes
2466,ERS2034221,ET-Firmicutes
2467,ERS2034222,ET-Firmicutes
2468,ERS2034223,ET-Firmicutes
2469,ERS2034224,ET-Firmicutes
2470,ERS2034225,ET-Firmicutes
2471,ERS2034226,ET-Firmicutes
2472,ERS2034227,ET-Firmicutes
2473,ERS2034228,ET-Firmicutes
2474,ERS2034229,ET-Firmicutes
2475,ERS2034230,ET-Firmicutes
2476,ERS2034231,ET-Firmicutes
2477,ERS2034232,ET-Firmicutes
2478,ERS2034193,ET-Firmicutes
2479,ERS2034194,ET-Firmicutes
2480,ERS2034195,ET-Firmicutes
2481,ERS2034233,ET-Firmicutes
2482,ERS2034234,ET-Firmicutes
2483,ERS2034235,ET-Firmicutes
2484,ERS2034236,ET-Firmicutes
2485,ERS2034237,ET-Firmicutes
2486,ERS2034238,ET-Firmicutes
2487,ERS2034239,ET-Firmicutes
2488,ERS2034240,ET-Firmicutes
2489,ERS2034241,ET-Firmicutes
2490,ERS2034244,ET-Firmicutes
2491,ERS2034245,ET-Firmicutes
2492,ERS2034246,ET-Firmicutes
2493,ERS2034247,ET-Firmicutes
2494,ERS2034248,ET-Firmicutes
2495,ERS2034196,ET-Firmicutes
2496,ERS2034249,ET-Firmicutes
2497,ERS2034250,ET-Firmicutes
2498,ERS2034251,ET-Firmicutes
2499,ERS2034252,ET-Firmicutes
2500,ERS2034253,ET-Firmicutes
2501,ERS2034197,ET-Firmicutes
2502,ERS2034198,ET-Firmicutes
2503,ERS2034199,ET-Firmicutes
2504,ERS2034254,ET-Firmicutes
2505,ERS2034255,ET-Firmicutes
2506,ERS2034256,ET-Firmicutes
2507,ERS2034257,ET-Firmicutes
2508,ERS2034258,ET-Firmicutes
2509,ERS2034259,ET-Firmicutes
2510,ERS2034260,ET-Firmicutes
2511,ERS2034261,ET-Firmicutes
2512,ERS2034262,ET-Firmicutes
2513,ERS2034263,ET-Firmicutes
2514,ERS2034200,ET-Firmicutes
2515,ERS2034201,ET-Firmicutes
2516,ERS2034202,ET-Firmicutes
2517,ERS2034264,ET-Firmicutes
2518,ERS2034265,ET-Firmicutes
2519,ERS2034266,ET-Firmicutes
2520,ERS2034267,ET-Firmicutes
2521,ERS2034271,ET-Firmicutes
2522,ERS2034272,ET-Firmicutes
2523,ERS2034273,ET-Firmicutes
2524,ERS2034274,ET-Firmicutes
2525,ERS2034275,ET-Firmicutes
2526,ERS2034203,ET-Firmicutes
2527,ERS2034204,ET-Firmicutes
2528,ERS2034277,ET-Firmicutes
2529,ERS2034206,ET-Firmicutes
2530,ERS2034278,ET-Firmicutes
2531,ERS2034279,ET-Firmicutes
2532,ERS2034280,ET-Firmicutes
2533,ERS2034281,ET-Firmicutes
2534,ERS2034282,ET-Firmicutes
2535,ERS2034283,ET-Firmicutes
2536,ERS2034209,ET-Firmicutes
2537,ERS2034284,ET-Firmicutes
2538,ERS2034210,ET-Firmicutes
2539,ERS2034285,ET-Firmicutes
2540,ERS2034211,ET-Firmicutes
2541,ERS2034286,ET-Firmicutes
2542,ERS2034212,ET-Firmicutes
2543,ERS2034213,ET-Firmicutes
2544,ERS2034287,ET-Firmicutes
2545,ERS2034214,ET-Firmicutes
2546,SRS011061,ET-Firmicutes
2547,SRS011084,ET-Firmicutes
2548,SRS011134,ET-Firmicutes
2549,SRS011239,ET-Firmicutes
2550,SRS011271,ET-Firmicutes
2551,SRS011302,ET-Firmicutes
2552,SRS011586,ET-Firmicutes
2553,SRS012273,ET-Firmicutes
2554,SRS012969,ET-Firmicutes
2555,SRS013098,ET-Firmicutes
2556,SRS013476,ET-Firmicutes
2557,SRS013638,ET-Firmicutes
2558,SRS013639,ET-Firmicutes
2559,SRS013940,ET-Firmicutes
2560,SRS013951,ET-Firmicutes
2561,SRS013965,ET-Firmicutes
2562,SRS014235,ET-Firmicutes
2563,SRS014287,ET-Firmicutes
2564,SRS014391,ET-Firmicutes
2565,SRS014412,ET-Firmicutes
2566,SRS014459,ET-Firmicutes
2567,SRS014855,ET-Firmicutes
2568,SRS014923,ET-Firmicutes
2569,SRS014948,ET-Firmicutes
2570,SRS014979,ET-Firmicutes
2571,SRS014998,ET-Firmicutes
2572,SRS015065,ET-Firmicutes
2573,SRS015095,ET-Firmicutes
2574,SRS015133,ET-Firmicutes
2575,SRS015217,ET-Firmicutes
2576,SRS015246,ET-Firmicutes
2577,SRS015264,ET-Firmicutes
2578,SRS015280,ET-Firmicutes
2579,SRS015431,ET-Firmicutes
2580,SRS015453,ET-Firmicutes
2581,SRS015579,ET-Firmicutes
2582,SRS015663,ET-Firmicutes
2583,SRS015694,ET-Firmicutes
2584,SRS015782,ET-Firmicutes
2585,SRS015854,ET-Firmicutes
2586,SRS016095,ET-Firmicutes
2587,SRS016203,ET-Firmicutes
2588,SRS016335,ET-Firmicutes
2589,SRS016629,ET-Firmicutes
2590,SRS016840,ET-Firmicutes
2591,SRS016954,ET-Firmicutes
2592,SRS017103,ET-Firmicutes
2593,SRS017521,ET-Firmicutes
2594,SRS017622,ET-Firmicutes
2595,SRS017701,ET-Firmicutes
2596,SRS017821,ET-Firmicutes
2597,SRS017916,ET-Firmicutes
2598,SRS018351,ET-Firmicutes
2599,SRS018427,ET-Firmicutes
2600,SRS018541,ET-Firmicutes
2601,SRS018623,ET-Firmicutes
2602,SRS018817,ET-Firmicutes
2603,SRS018836,ET-Firmicutes
2604,SRS018936,ET-Firmicutes
2605,SRS019068,ET-Firmicutes
2606,SRS019090,ET-Firmicutes
2607,SRS019161,ET-Firmicutes
2608,SRS019381,ET-Firmicutes
2609,SRS019445,ET-Firmicutes
2610,SRS019496,ET-Firmicutes
2611,SRS019582,ET-Firmicutes
2612,SRS019685,ET-Firmicutes
2613,SRS019808,ET-Firmicutes
2614,SRS019910,ET-Firmicutes
2615,SRS019968,ET-Firmicutes
2616,SRS020233,ET-Firmicutes
2617,SRS020328,ET-Firmicutes
2618,SRS020394,ET-Firmicutes
2619,SRS020869,ET-Firmicutes
2620,SRS021484,ET-Firmicutes
2621,SRS021948,ET-Firmicutes
2622,SRS022071,ET-Firmicutes
2623,SRS022137,ET-Firmicutes
2624,SRS022524,ET-Firmicutes
2625,SRS023526,ET-Firmicutes
2626,SRS023715,ET-Firmicutes
2627,SRS024132,ET-Firmicutes
2628,SRS024331,ET-Firmicutes
2629,SRS024435,ET-Firmicutes
2630,SRS024492,ET-Firmicutes
2631,SRS042600,ET-Firmicutes
2632,SRS042628,ET-Firmicutes
2633,SRS042690,ET-Firmicutes
2634,SRS042966,ET-Firmicutes
2635,SRS042967,ET-Firmicutes
2636,SRS043411,ET-Firmicutes
2637,SRS043768,ET-Firmicutes
2638,SRS044973,ET-Firmicutes
2639,SRS045528,ET-Firmicutes
2640,SRS045826,ET-Firmicutes
2641,SRS045936,ET-Firmicutes
2642,SRS046369,ET-Firmicutes
2643,SRS046502,ET-Firmicutes
2644,SRS046717,ET-Firmicutes
2645,SRS047014,ET-Firmicutes
2646,SRS047433,ET-Firmicutes
2647,SRS048164,ET-Firmicutes
2648,SRS048262,ET-Firmicutes
2649,SRS048654,ET-Firmicutes
2650,SRS048870,ET-Firmicutes
2651,SRS049164,ET-Firmicutes
2652,SRS049211,ET-Firmicutes
2653,SRS049446,ET-Firmicutes
2654,SRS049773,ET-Firmicutes
2655,SRS049959,ET-Firmicutes
2656,SRS049995,ET-Firmicutes
2657,SRS050422,ET-Firmicutes
2658,SRS050752,ET-Firmicutes
2659,SRS050925,ET-Firmicutes
2660,SRS050941,ET-Firmicutes
2661,SRS050998,ET-Firmicutes
2662,SRS051031,ET-Firmicutes
2663,SRS051610,ET-Firmicutes
2664,SRS051882,ET-Firmicutes
2665,SRS052697,ET-Firmicutes
2666,SRS053087,ET-Firmicutes
2667,SRS053214,ET-Firmicutes
2668,SRS053290,ET-Firmicutes
2669,SRS053335,ET-Firmicutes
2670,SRS053398,ET-Firmicutes
2671,SRS053649,ET-Firmicutes
2672,SRS054059,ET-Firmicutes
2673,SRS054352,ET-Firmicutes
2674,SRS054905,ET-Firmicutes
2675,SRS055017,ET-Firmicutes
2676,SRS055288,ET-Firmicutes
2677,SRS055982,ET-Firmicutes
2678,SRS056273,ET-Firmicutes
2679,SRS056481,ET-Firmicutes
2680,SRS057480,ET-Firmicutes
2681,SRS058070,ET-Firmicutes
2682,SRS058145,ET-Firmicutes
2683,SRS062654,ET-Firmicutes
2684,SRS062701,ET-Firmicutes
2685,SRS063040,ET-Firmicutes
2686,SRS063190,ET-Firmicutes
2687,SRS063370,ET-Firmicutes
2688,SRS063518,ET-Firmicutes
2689,SRS063813,ET-Firmicutes
2690,SRS063985,ET-Firmicutes
2691,SRS064276,ET-Firmicutes
2692,SRS064662,ET-Firmicutes
2693,SRS064757,ET-Firmicutes
2694,SRS065397,ET-Firmicutes
2695,SRS065504,ET-Firmicutes
2696,SRS074586,ET-Firmicutes
2697,SRS075078,ET-Firmicutes
2698,SRS075341,ET-Firmicutes
2699,SRS075773,ET-Firmicutes
2700,SRS075821,ET-Firmicutes
2701,SRS075878,ET-Firmicutes
2702,SRS075984,ET-Firmicutes
2703,SRS076756,ET-Firmicutes
2704,SRS076804,ET-Firmicutes
2705,SRS076929,ET-Firmicutes
2706,SRS076976,ET-Firmicutes
2707,SRS077024,ET-Firmicutes
2708,SRS077231,ET-Firmicutes
2709,SRS077294,ET-Firmicutes
2710,SRS077323,ET-Firmicutes
2711,SRS077392,ET-Firmicutes
2712,SRS077849,ET-Firmicutes
2713,SRS078242,ET-Firmicutes
2714,SRS078419,ET-Firmicutes
2715,SRS097920,ET-Firmicutes
2716,SRS097958,ET-Firmicutes
2717,SRS098061,ET-Firmicutes
2718,SRS098073,ET-Firmicutes
2719,SRS098571,ET-Firmicutes
2720,SRS098644,ET-Firmicutes
2721,SRS098717,ET-Firmicutes
2722,SRS100907,ET-Firmicutes
2723,SRS101376,ET-Firmicutes
2724,SRS101433,ET-Firmicutes
2725,SRS104197,ET-Firmicutes
2726,SRS104311,ET-Firmicutes
2727,SRS104400,ET-Firmicutes
2728,SRS104636,ET-Firmicutes
2729,SRS104693,ET-Firmicutes
2730,SRS104975,ET-Firmicutes
2731,SRS105153,ET-Firmicutes
2732,SRS140492,ET-Firmicutes
2733,SRS140513,ET-Firmicutes
2734,SRS142503,ET-Firmicutes
2735,SRS142542,ET-Firmicutes
2736,SRS142599,ET-Firmicutes
2737,SRS142618,ET-Firmicutes
2738,SRS142890,ET-Firmicutes
2739,SRS142921,ET-Firmicutes
2740,SRS142923,ET-Firmicutes
2741,SRS143148,ET-Firmicutes
2742,SRS143342,ET-Firmicutes
2743,SRS143372,ET-Firmicutes
2744,SRS143466,ET-Firmicutes
2745,SRS143523,ET-Firmicutes
2746,SRS143876,ET-Firmicutes
2747,SRS143895,ET-Firmicutes
2748,SRS143991,ET-Firmicutes
2749,SRS144007,ET-Firmicutes
2750,SRS144135,ET-Firmicutes
2751,SRS144183,ET-Firmicutes
2752,SRS144362,ET-Firmicutes
2753,SRS144506,ET-Firmicutes
2754,SRS144537,ET-Firmicutes
2755,SRS144603,ET-Firmicutes
2756,SRS144714,ET-Firmicutes
2757,SRS144753,ET-Firmicutes
2758,SRS146764,ET-Firmicutes
2759,SRS146812,ET-Firmicutes
2760,SRS146813,ET-Firmicutes
2761,SRS146832,ET-Firmicutes
2762,SRS147139,ET-Firmicutes
2763,SRS147271,ET-Firmicutes
2764,SRS147346,ET-Firmicutes
2765,SRS147557,ET-Firmicutes
2766,SRS147614,ET-Firmicutes
2767,SRS147652,ET-Firmicutes
2768,SRS147766,ET-Firmicutes
2769,SRS147977,ET-Firmicutes
2770,SRS148091,ET-Firmicutes
2771,SRS148159,ET-Firmicutes
2772,SRS148196,ET-Firmicutes
2773,SRS148215,ET-Firmicutes
2774,SRS148253,ET-Firmicutes
2775,SRS148319,ET-Firmicutes
2776,SRS148424,ET-Firmicutes
2777,SRS148461,ET-Firmicutes
2778,SRS148721,ET-Firmicutes
2779,SRS148784,ET-Firmicutes
2780,SRS148817,ET-Firmicutes
2781,SRS149075,ET-Firmicutes
2782,SRS149181,ET-Firmicutes
2783,SRS149784,ET-Firmicutes
2784,SRS149879,ET-Firmicutes
2785,SRS150029,ET-Firmicutes
2786,ERS848618,ET-Firmicutes
2787,ERS848619,ET-Firmicutes
2788,ERS848620,ET-Firmicutes
2789,ERS848621,ET-Firmicutes
2790,ERS848622,ET-Firmicutes
2791,ERS848626,ET-Firmicutes
2792,ERS848630,ET-Firmicutes
2793,ERS848631,ET-Firmicutes
2794,ERS848634,ET-Firmicutes
2795,ERS848635,ET-Firmicutes
2796,ERS848640,ET-Firmicutes
2797,ERS848644,ET-Firmicutes
2798,ERS848645,ET-Firmicutes
2799,ERS848648,ET-Firmicutes
2800,ERS848649,ET-Firmicutes
2801,ERS848651,ET-Firmicutes
2802,ERS848653,ET-Firmicutes
2803,ERS848654,ET-Firmicutes
2804,ERS848655,ET-Firmicutes
2805,ERS848656,ET-Firmicutes
2806,ERS848660,ET-Firmicutes
2807,ERS848661,ET-Firmicutes
2808,ERS848662,ET-Firmicutes
2809,ERS848663,ET-Firmicutes
2810,ERS848664,ET-Firmicutes
2811,ERS848665,ET-Firmicutes
2812,ERS848668,ET-Firmicutes
2813,ERS848672,ET-Firmicutes
2814,ERS848673,ET-Firmicutes
2815,ERS848677,ET-Firmicutes
2816,ERS848678,ET-Firmicutes
2817,ERS848679,ET-Firmicutes
2818,ERS848680,ET-Firmicutes
2819,ERS848681,ET-Firmicutes
2820,ERS848684,ET-Firmicutes
2821,ERS848685,ET-Firmicutes
2822,ERS848686,ET-Firmicutes
2823,ERS848687,ET-Firmicutes
2824,ERS848688,ET-Firmicutes
2825,ERS848689,ET-Firmicutes
2826,ERS848690,ET-Firmicutes
2827,ERS848692,ET-Firmicutes
2828,ERS848695,ET-Firmicutes
2829,ERS848698,ET-Firmicutes
2830,ERS848699,ET-Firmicutes
2831,ERS848701,ET-Firmicutes
2832,ERS848702,ET-Firmicutes
2833,ERS848705,ET-Firmicutes
2834,ERS848707,ET-Firmicutes
2835,ERS848708,ET-Firmicutes
2836,ERS848709,ET-Firmicutes
2837,ERS848714,ET-Firmicutes
2838,ERS848715,ET-Firmicutes
2839,ERS848717,ET-Firmicutes
2840,ERS848718,ET-Firmicutes
2841,ERS848719,ET-Firmicutes
2842,ERS848721,ET-Firmicutes
2843,ERS848723,ET-Firmicutes
2844,ERS848724,ET-Firmicutes
2845,ERS848727,ET-Firmicutes
2846,ERS848728,ET-Firmicutes
2847,ERS848730,ET-Firmicutes
2848,ERS848731,ET-Firmicutes
2849,ERS848733,ET-Firmicutes
2850,ERS848734,ET-Firmicutes
2851,ERS848736,ET-Firmicutes
2852,ERS848738,ET-Firmicutes
2853,ERS848741,ET-Firmicutes
2854,ERS848742,ET-Firmicutes
2855,ERS848743,ET-Firmicutes
2856,ERS848744,ET-Firmicutes
2857,ERS436796,ET-Firmicutes
2858,ERS436653,ET-Firmicutes
2859,ERS436722,ET-Firmicutes
2860,ERS436762,ET-Firmicutes
2861,ERS436770,ET-Firmicutes
2862,ERS436668,ET-Firmicutes
2863,ERS436778,ET-Firmicutes
2864,ERS436672,ET-Firmicutes
2865,ERS436785,ET-Firmicutes
2866,ERS436793,ET-Firmicutes
2867,ERS436771,ET-Firmicutes
2868,ERS436676,ET-Firmicutes
2869,ERS436792,ET-Firmicutes
2870,ERS436669,ET-Firmicutes
2871,ERS436724,ET-Firmicutes
2872,ERS436750,ET-Firmicutes
2873,ERS436782,ET-Firmicutes
2874,ERS436697,ET-Firmicutes
2875,ERS436767,ET-Firmicutes
2876,ERS436757,ET-Firmicutes
2877,ERS436730,ET-Firmicutes
2878,ERS436768,ET-Firmicutes
2879,ERS436698,ET-Firmicutes
2880,ERS436718,ET-Firmicutes
2881,ERS436647,ET-Firmicutes
2882,ERS436661,ET-Firmicutes
2883,ERS436650,ET-Firmicutes
2884,ERS436784,ET-Firmicutes
2885,ERS436660,ET-Firmicutes
2886,ERS436699,ET-Firmicutes
2887,ERS436667,ET-Firmicutes
2888,ERS436754,ET-Firmicutes
2889,ERS436760,ET-Firmicutes
2890,ERS436714,ET-Firmicutes
2891,ERS436787,ET-Firmicutes
2892,ERS436686,ET-Firmicutes
2893,ERS436700,ET-Firmicutes
2894,ERS436644,ET-Firmicutes
2895,ERS436696,ET-Firmicutes
2896,ERS436690,ET-Firmicutes
2897,ERS436728,ET-Firmicutes
2898,ERS436654,ET-Firmicutes
2899,ERS436729,ET-Firmicutes
2900,ERS436701,ET-Firmicutes
2901,ERS436772,ET-Firmicutes
2902,ERS436710,ET-Firmicutes
2903,ERS436753,ET-Firmicutes
2904,ERS436775,ET-Firmicutes
2905,ERS436781,ET-Firmicutes
2906,ERS436709,ET-Firmicutes
2907,ERS436741,ET-Firmicutes
2908,ERS436673,ET-Firmicutes
2909,ERS436688,ET-Firmicutes
2910,ERS436704,ET-Firmicutes
2911,ERS436794,ET-Firmicutes
2912,ERS436731,ET-Firmicutes
2913,ERS436662,ET-Firmicutes
2914,ERS436723,ET-Firmicutes
2915,ERS436746,ET-Firmicutes
2916,ERS436658,ET-Firmicutes
2917,ERS436736,ET-Firmicutes
2918,ERS436759,ET-Firmicutes
2919,ERS436733,ET-Firmicutes
2920,ERS436652,ET-Firmicutes
2921,ERS436798,ET-Firmicutes
2922,ERS436715,ET-Firmicutes
2923,ERS436665,ET-Firmicutes
2924,ERS436711,ET-Firmicutes
2925,ERS436783,ET-Firmicutes
